obf,count,score,alpha,beta
------------OX----XOOX-----XOX-----XOO----XO-------------------- X;,0,-14,0,64
------------------X--X---XXXXO----XOO-----XOO------O------------ X;,0,-16,0,64
------------------XOOX-----XOOO----XXXX---XO-------------------- X;,0,-18,0,64
------------------X--X----OXXXX---OOO-----XOO------O------------ X;,0,-18,0,64
------------------X--XX---OXXX----OOOO----XXO------------------- X;,0,-18,0,64
-------------------OX------OO----XXXXOX---X--OO------O---------- X;,0,-12,0,64
------------X------OXX---XXOX-----XOX-------OOO----------------- X;,0,-12,0,64
------------X-------XX----OOX-----XOX-----XOOOO----------------- X;,0,-14,0,64
------------X-----XOXX----XOX-----XOX-------OOO----------------- X;,0,-14,0,64
---------XO-------XO-X----OOXXX----OO------XO------------------- X;,0,-28,0,64
------------------X--XX---XXOX----XOOO----OOO------------------- X;,0,-14,0,64
----------X-------XXXX-----OOOO----XOX----XO-------------------- X;,0,-16,0,64
------------------X--XX--XXXOX-----OOO-----OO------O------------ X;,0,-18,0,64
-------------X----X-XX---OOOO-----XXOX------OO------------------ X;,1,-10,0,64
-------------X--X-X-XX---XOOO-----OOO-----O-O------------------- X;,1,-10,0,64
-------------X----X-XX---XOOO---X-OOO----O--O------------------- X;,0,-14,0,64
-------------X----X-XX---OOOX-----OOO-----XOO------------------- X;,2,-18,0,64
-----------------XX-------XXXXX----OO-----XOO------OO----------- X;,0,-26,0,64
-------------X----X-XX----XOO-----XOOX-----OOO------------------ X;,1,-14,0,64
-------------X-----XXX----OOOO----XXOO------OO------------------ X;,0,-14,0,64
-------------X---X--XX----XOO-----XOOX-----OOO------------------ X;,0,-16,0,64
------------------OX-XX---XOOX---X-XO------OO-----O------------- X;,0,-18,0,64
-----------------XXX-XX---XOOX----OOO------XO------------------- X;,0,-18,0,64
------------------OX-XX--XXXXX-----XO-----OOO------------------- X;,0,-18,0,64
-------------X------XX----OOOX----XOO-X---XOO------------------- X;,1,-16,0,64
-----------------X--OXX---XOOX----OOO-----XXO------------------- X;,0,-16,0,64
-------------X----X-XX----XOOO----XOO-----XOO------------------- X;,0,-16,0,64
-------------X----OXXX----OOOO----XXO-----X-O------------------- X;,0,-16,0,64
-------------X------XX----OOOX----XOXX----XOO------------------- X;,0,-16,0,64
-------------X---X--XX----XOOO----XOO-----XOO------------------- X;,0,-18,0,64
-------------------OXX-----OOO----XXOXX--XXO-------------------- X;,0,-18,0,64
------------------XXX------OO-----XOOXX--XXOO------------------- X;,0,-22,0,64
-------------------OXX-----OOO----XXOXX--XX-O------------------- X;,0,-24,0,64
-----------X------OXX------OO-----XXOXX--XX-O------------------- X;,0,-24,0,64
----------X--------X-XX--XXOXX-----OO-----OOO------------------- X;,0,-26,0,64
----------X--------XX------OX-----XOOXX--XXOO------------------- X;,0,-26,0,64
------------X------X-XX--XXOXX-----OO-----OOO------------------- X;,0,-28,0,64
-----------X------OX-XX--XXOXX-----XO------XO------------------- X;,0,-28,0,64
-----------------X---XX---XOOOO----XXO-----XOO------------------ X;,0,-12,0,64
----------X-------OXX------OOO----XOOX---XX---X----------------- X;,0,-20,0,64
-----------------X-X-XX---XXOOO----XO------XOO------------------ X;,0,-24,0,64
-----------------XX---X---XOOX-----OOO---XXXX------------------- X;,0,-24,0,64
----------X------XXX-O----XOOX-----OO-----XO-O------------------ X;,1,-16,0,64
-----------------XOOOX----XXOXX----XO------X-O------------------ X;,0,-16,0,64
-----------------XOOOXX---XOOX-----XX------X-O------------------ X;,0,-22,0,64
-----------------XOX-X---OOOXX-----XXX-----X-O------------------ X;,0,-26,0,64
----------X--------X-------OXXX----OOOO---XXXO------------------ X;,0,-18,0,64
------------------X---X---XOOX----XOOO---XXXX------------------- X;,0,-18,0,64
-------------X-----XXX-----XOOO---XOOX---X---X------------------ X;,0,-22,0,64
-----------------XOX-X----XOXX-----XOX-----XOO------------------ X;,0,-26,0,64
-------------------X-O-----XXX----XXXXX--X--OOO----------------- X;,0,-20,0,64
-----------------X---XXX--XXXOX---OOO------X-O------------------ X;,0,-20,0,64
---------------X-XO--XX---XOXXX----XO------X-O------------------ X;,0,-30,0,64
-------------------XXO-----XX-----XXXOX--X---OO------O---------- X;,0,-32,0,64
----------O---X----O-X-----XO-----XXXOX--X---XO----------------- X;,0,-26,0,64
--------------X--X---XX---XXXOX---OOO------X-O------------------ X;,0,-38,0,64
------------------XXXO----XOOO---XXXOX-----O-------------------- X;,2,-16,0,64
-----------------XXXXO----XOOO----XXOX-----O-------------------- X;,1,-16,0,64
-------------------XOX----XXOX---X-XOO-----X-OO----------------- X;,0,-18,0,64
-----------------XXXXX-----OOO----XXOO------OO------------------ X;,0,-18,0,64
-----------------X-XOX----XXOX-----XOO-----X-OO----------------- X;,0,-20,0,64
-------------------XOX---XXXOX-----XOO-----X-OO----------------- X;,0,-22,0,64
---------X--------XXXX-----XOO----XXOX-----OO------------------- X;,0,-34,0,64
------------------XXXXX----OOO-----XOX----XOO------------------- X;,2,-16,0,64
----------X-------X-XX----XOXO----XOOO----XO-------------------- X;,2,-18,0,64
----------X-------XOX-----XOOXX---XOOO----X--------------------- X;,2,-18,0,64
----------X-------X-X-----XOOX----XOXXX---XO-------------------- X;,0,-18,0,64
-----------------XXXXX-----OOO----XXOX-----OO------------------- X;,1,-20,0,64
-------------------XXX---XXXXX----OOOX-----X-O------------------ X;,0,-16,0,64
-------------X------XX---XXXOX-----XOOO----X-O------------------ X;,0,-22,0,64
-----------X--------XX---XXXOX-----XOOO----X-O------------------ X;,0,-24,0,64
----------X------OX-X-----OOX-----XOXXX---XO-------------------- X;,0,-26,0,64
---------X-------OX-X-----OXX-----XOXXX---XO-------------------- X;,0,-46,0,64
------------------X---X---XOOOO--XOOX---X-O-X------------------- X;,0,-18,0,64
----------X--------X------XXXX-----OO-----XOOO-----OO----------- X;,0,-20,0,64
-----------------X---X----XOOX-----XXOXX---X-OO----------------- X;,0,-22,0,64
-------------X-----X-XO----XOOO---XOOX---X---X------------------ X;,0,-28,0,64
------------------XXXX-----XX----OOOOO---X---O-------O---------- X;,39,2,-64,0
------------O-----XXOX-----XO-----XOOO---X---O-------O---------- X;,5,4,-64,0
-----------O------XOXX-----OX-----XOOO---X---O-------O---------- X;,4,6,-64,0
----------O-------XOXX-----XO-----XOOO---X---O-------O---------- X;,0,8,-64,0
-------------X----X-X-----XXO-----XOO-----O-OOO--O-------------- X;,0,20,-64,0
---------O--------OXXX-----OX-----XOOO---X---O-------O---------- X;,0,22,-64,0
----------XO------XXOX-----OOO----OOOO----X--------------------- X;,19,2,-64,0
----------XO-O----XXOX-----OX-----OOOO----X--------------------- X;,4,2,-64,0
----------XOO-----XXOX-----OO-----OOOO----X--------------------- X;,6,6,-64,0
----------XO------OXXX---O-OX-----OOOO----X--------------------- X;,1,8,-64,0
------------OX----XXXX-----XO-----OOOO-------O-------O---------- X;,0,10,-64,0
-O--------OO------XOXX-----OO-----OOOO----X--------------------- X;,0,14,-64,0
-----------------XX-OX---OXOO-----XOO-----O-O----O-------------- X;,0,22,-64,0
------------OX----XXXX-----XO-----OOOO-------O--------O--------- X;,0,22,-64,0
---------OOO------OXXX-----OX-----OOOO----X--------------------- X;,0,32,-64,0
-----------OO-----XOOX-----OXX----OOOO----X--------------------- X;,3,4,-64,0
------------O-----XXOO-----XXXO---OOOO----X--------------------- X;,0,6,-64,0
------------O-----XOOX----OXXX----OOOO----X--------------------- X;,4,8,-64,0
------------O-----XXOX-----XXO----OOOOO---X--------------------- X;,2,8,-64,0
----------O-O-----XOOX-----XOX----OOOO----X--------------------- X;,1,8,-64,0
-----------O------XOXX----XXX-----OOOO-------O-------O---------- X;,1,12,-64,0
------------------X-OX----XXO----OOXO----OOOO------------------- X;,0,12,-64,0
------------O----OOOOX-----XXX----OOOO----X--------------------- X;,0,14,-64,0
------------------X-OX----XXO----OOXO-----OOO-----O------------- X;,0,16,-64,0
------------O-O---XXOO-----XOX----OOOO----X--------------------- X;,0,22,-64,0
-----------O------XOXX----XXX-----OOOO-------O--------O--------- X;,0,24,-64,0
---------O--O-----OXOX-----OXX----OOOO----X--------------------- X;,0,26,-64,0
------------------X-OX----XXXX----OXO----OOOO------------------- X;,0,4,-64,0
-----------------OX-OX----OXXX----OOO----OX-O------------------- X;,0,4,-64,0
------------------X-OX----XXXX----OXO----OO-O-----O------------- X;,0,8,-64,0
-------------O----XXOX-----XX-----OXOO----XO--------O----------- X;,0,8,-64,0
----------O-------O-OX----OXXX----OXO----OX-O------------------- X;,0,10,-64,0
-------------O----XXOX-----XX-----OXOO----OO------O------------- X;,0,14,-64,0
---------O--------O-OX----XOXX----OXO----OX-O------------------- X;,0,24,-64,0
----------O-------OOXX----OXXX----OOOO----X--------------------- X;,0,8,-64,0
----------O------OOOXX-----XXX----OOOO----X--------------------- X;,1,12,-64,0
-------------O----XXOX----XXX-----OOOO-------O-------O---------- X;,0,12,-64,0
-----------------OX-OX----OXO-----OXO-----OOO-----O------------- X;,0,16,-64,0
-----------------OX-OX----OOO-----OXO----OOOO------------------- X;,0,16,-64,0
----------O---O---XOXO-----XOX----OOOO----X--------------------- X;,0,24,-64,0
---------OO-------OOXX-----OXX----OOOO----X--------------------- X;,0,24,-64,0
-------------O----XXOX----XXX-----OOOO-------O--------O--------- X;,0,30,-64,0
------------------X-O-----XXXX---OOOO-----X-OO--------O--------- X;,0,16,-64,0
------------------XXXX-----XX-----OXOO-----O-O------O-O--------- X;,0,18,-64,0
------------------XXXX-----XX-----OXOO-----O-O----O---O--------- X;,0,18,-64,0
-----------------OX-O-----OXXX----XOO-----X-OO--------O--------- X;,0,22,-64,0
------------------X-O-----XOXX----OXO----OX-OO--------O--------- X;,0,30,-64,0
---------O--------OO-X-----OXX----XXOX-----O-O--------O--------- X;,0,36,-64,0
-------------OO---XXOO-----OXX----OOOO----X--------------------- X;,0,24,-64,0
------------------X-OX----XXO-----XXO-----OOO----OO------------- X;,0,26,-64,0
-----------O--O---XOXO-----OXX----OOOO----X--------------------- X;,0,26,-64,0
---------O--------OXXX----XXX-----OOOO-------O-------O---------- X;,0,28,-64,0
---------------------X----OOOO----XXX-----OOOOO--O-------------- X;,0,30,-64,0
---------O----O---OXXO-----OXX----OOOO----X--------------------- X;,0,34,-64,0
---------O--------OXXX----XXX-----OOOO-------O--------O--------- X;,0,38,-64,0
---------O--------O-OX----XXXX---OOOO-----X-O------------------- X;,0,24,-64,0
---------O-------OO-OX----OXXX----XOO-----X-O------------------- X;,0,24,-64,0
---------O--------OXXX-----XX-----OXOO----XO--------O----------- X;,0,24,-64,0
---------O--------OXXX-----XX-----OXOO----OO------O------------- X;,0,30,-64,0
---------O--------O-OX----OXXX----OXO-----O-O-----O------------- X;,0,40,-64,0
------------O-----OOOX----XOXX-----OOO----XO-------------------- X;,26,2,-64,0
------------------OX-X----OXX----OOXO-----XOO-------O----------- X;,1,4,-64,0
------------------X--------XOO----XXXXO---OOOO------O----------- X;,0,4,-64,0
------------------OX-X----OXX----OOXO----OOOO------------------- X;,0,6,-64,0
------------O-----OOOX----OXXX---O-XOO----X--------------------- X;,2,8,-64,0
-------------------OXX-----OXOO----OOO----XOOO------------------ X;,0,8,-64,0
------------------OX-X----OXX----OOXO-----OOO-----O------------- X;,0,10,-64,0
------------------X-X------XXOO----XXOO----OOO------O----------- X;,39,4,-64,0
------------------X-X------XXO----OOOOO----OOO------O----------- X;,3,8,-64,0
------------O------O-X----OXX----OXXX-----OOO------O------------ X;,0,12,-64,0
-------------------X-X----OOOO---OXXO-----OOO------O------------ X;,0,12,-64,0
-----------O-------O-X----OOX----OXOX-----OOO------O------------ X;,1,14,-64,0
-------------------XOX----OXO----OXXO-----OOO------O------------ X;,0,14,-64,0
-----------O------OXO----OOOXX----OXO--------O--------O--------- X;,0,30,-64,0
------------------X-X------XXOO----XXO-----OOOO-----O----------- X;,2,4,-64,0
-------------------X-X---OOXX-----OOOO----XOO------O------------ X;,4,6,-64,0
------------------X-X------XXOO----XXO-----OOO------OO---------- X;,1,8,-64,0
---------------------X----OXX----OOOOOO---XOO-------O----------- X;,0,10,-64,0
-----------O-------OOX----OXXOO--O-XXO----X--------------------- X;,0,12,-64,0
-----------O-------OOX----XOXOO----OOO----XO-------------------- X;,0,12,-64,0
-----------O-------OOX----XOXOO---OOOO----X--------------------- X;,0,12,-64,0
--------------------OX---XOOO----OXOO-----OOO------O------------ X;,3,6,-64,0
--------------------OX---XOOO----OOXO----OOOO------------------- X;,0,8,-64,0
--------------------OX---XOOO----OOXO-----OOO-----O------------- X;,0,10,-64,0
----------OOO------OXX-----OXX----OOOO----X--------------------- X;,0,12,-64,0
---O-------OO------OXX-----OXX----OOOO----X--------------------- X;,1,14,-64,0
-----------OX-----XXO-----XXO-----OOOO-------O-------O---------- X;,0,18,-64,0
-----------XO-O----OXO-----OOX----OOOO----X--------------------- X;,0,24,-64,0
-----------OX-----XXO-----XXO-----OOOO-------O--------O--------- X;,0,30,-64,0
------------------X-OX-----XOO-----XOO-----OOO------OO---------- X;,1,6,-64,0
------------------X--X----OXX-----OOOO----OOO-----OO------------ X;,1,6,-64,0
------------------X--------XXO-----XXOO--OOOOOO----------------- X;,0,6,-64,0
------------------X-OX----OOO-----OXO-----OOO-----OO------------ X;,0,12,-64,0
------------------X--X----OOOO----OXO-----OOO-----OO------------ X;,0,14,-64,0
---------O--------O--X-----OXO-----XOO-----OOO------OO---------- X;,0,26,-64,0
---------------------X----OOX----XXXO----OOOOO-----O------------ X;,0,6,-64,0
---------------------X----OOX----OXXX---OOOOO------O------------ X;,0,8,-64,0
---------------------X--O-OOX----OXXX----OOOO------O------------ X;,0,10,-64,0
---------------------X----OOOO---XXXO----OOOO------O------------ X;,0,12,-64,0
---------------------X----OXX----OOXO-----OOO-----OOO----------- X;,0,14,-64,0
--------------------OX----OOO----XXXO----OOOO------O------------ X;,0,14,-64,0
-----------O-----OOOO----XXOX-----OOO--------O--------O--------- X;,0,30,-64,0
---------------------X---XOOOO---OOXO----OOOO------------------- X;,0,8,-64,0
---------------------X---XOOOO---OXOO-----OOO------O------------ X;,0,8,-64,0
---------------------X---XOOOO---OOXO-----OOO-----O------------- X;,1,12,-64,0
-------------------OXX-----OXXO---OOOOOO--X--------------------- X;,2,14,-64,0
----------OOO------OXX-----OXX-----OOO----XO-------------------- X;,0,16,-64,0
-----------OX-----XXO-----XXO-----OOO-------OOO----------------- X;,0,18,-64,0
-----------XO-O----OXO-----OOX-----OOO----XO-------------------- X;,0,26,-64,0
-----------OX-----XXO-----XXO-----OOO-------OO--------O--------- X;,0,30,-64,0
------------------OOXX---OXXX-----OOOO----XO-------------------- X;,187,4,-64,0
-----------------OOOXX----OXX-----XOOO----XO-------------------- X;,36,6,-64,0
------------------OOXX----XXX-----XOOO---OOO-------------------- X;,7,6,-64,0
------------------OOXX----OXX----OOOOO----XO-------------------- X;,4,6,-64,0
------------------OXXX----OXOO---OOOO-----X-O------------------- X;,8,10,-64,0
------------------OXXX----OXOO----OXO-----O-O-----O------------- X;,0,12,-64,0
------------------XXOO-----XXO----OOOO------OO-------O---------- X;,0,12,-64,0
------------------OOXX----XXX-----XOOO----OO-----O-------------- X;,0,22,-64,0
------------------OXXX----OXOO----XOO-----O-O----O-------------- X;,0,26,-64,0
------------------O-XX----OXX----OOXO-----XOO-------O----------- X;,12,4,-64,0
---------------------X----OOXX---OXXX-----OOOO-----O------------ X;,15,6,-64,0
------------O-----OOOX-----OXX----XOOO----XO-------------------- X;,6,8,-64,0
------------------O-XX----OXX----OOXO----OOOO------------------- X;,0,8,-64,0
------------------O-XX----OXX----OOXO-----OOO-----O------------- X;,0,12,-64,0
------------O-----OOOX-----XXX---OOOOO----X--------------------- X;,1,14,-64,0
-------------------OXX-----OXOO----XOO----XO-O----O------------- X;,0,16,-64,0
------------------X-OX----XXOO-----XO-----OOOOO----------------- X;,0,6,-64,0
------------------X-OX----OXOX-----XO----OOOOO------------------ X;,0,6,-64,0
------------------XX-O-----XXO-----XXO---OOO-O-------O---------- X;,1,12,-64,0
------------------X--XO---OXXO-----XO----OOOOO------------------ X;,0,12,-64,0
------------------O-XX----OOX-----OXO-----O-OO----O---O--------- X;,0,26,-64,0
------------------X--X----OOOOO----XX----OOOOO------------------ X;,0,30,-64,0
---------O--------O--X----XOXO-----XO-----OOOOO----------------- X;,0,30,-64,0
------------O-----O-OX----OXXX---OOOO-----X-O------------------- X;,2,12,-64,0
------------------OOXX-----XX----OOXOO----XO--------O----------- X;,2,12,-64,0
